"Feature","Gene","Probe","Summed_Counts"
"pth-4","pth","4",745
"ptrA-5","ptrA","5",592
"ptrB-3","ptrB","3",549
"ptsA-3","ptsA","3",6
"ptsG-5","ptsG","5",712
"ptsH-5","ptsH","5",61
"ptsI-1","ptsI","1",4252
"ptsN-2","ptsN","2",1566
"ptsP-4","ptsP","4",1142
"purA-5","purA","5",14583
"purB-2","purB","2",1403
"purC-5","purC","5",24
"purD-2","purD","2",1
"purE-3","purE","3",141
"purF-1","purF","1",15
"purH-4","purH","4",219
"purK-3","purK","3",281
"purL-2","purL","2",451
"purM-5","purM","5",190
"purN-1","purN","1",34
"purR-4","purR","4",1600
"purT-1","purT","1",3
"purU-5","purU","5",1010
"putA-2","putA","2",80
"putP-1","putP","1",137
"puuA-2","puuA","2",79
"puuB-5","puuB","5",1070
"puuC-5","puuC","5",1684
"puuD-1","puuD","1",4763
"puuE-5","puuE","5",4
"puuP-5","puuP","5",736
"puuR-5","puuR","5",972
"pykA-2","pykA","2",309
"pykF-2","pykF","2",4858
"pyrB-3","pyrB","3",89
"pyrC-5","pyrC","5",1209
"pyrD-5","pyrD","5",365
"pyrE-4","pyrE","4",43
"pyrF-1","pyrF","1",1
"pyrG-5","pyrG","5",11891
"pyrH-1","pyrH","1",372
"pyrI-3","pyrI","3",136
"pyrL-1","pyrL","1",0
"qor-5","qor","5",152
"qseB-2","qseB","2",3
"qseC-5","qseC","5",3
"queA-2","queA","2",631
"queC-3","queC","3",371
"queF-3","queF","3",425
"racC-5","racC","5",95
"racR-4","racR","4",1621
"radA-4","radA","4",66
"raiA-1","raiA","1",581
"rarA-2","rarA","2",2
"rarD-1","rarD","1",85
"ravA-2","ravA","2",180
"rbbA-1","rbbA","1",2
"rbfA-1","rbfA","1",0
"rbn-5","rbn","5",24
"rbsA-1","rbsA","1",190
"rbsB-3","rbsB","3",317
"rbsC-1","rbsC","1",140
"rbsD-5","rbsD","5",86
"rbsK-3","rbsK","3",729
"rbsR-1","rbsR","1",188
"rcsA-5","rcsA","5",47
"rcsB-4","rcsB","4",1504
"rcsC-4","rcsC","4",408
"rcsD-1","rcsD","1",1434
"rcsF-5","rcsF","5",334
"rdgC-3","rdgC","3",152
"recA-5","recA","5",1057
"recB-1","recB","1",442
"recC-5","recC","5",200
"recD-3","recD","3",139
"recE-3","recE","3",246
"recF-1","recF","1",931
"recG-2","recG","2",284
"recJ-4","recJ","4",13
"recN-2","recN","2",377
"recO-3","recO","3",592
"recQ-4","recQ","4",1409
"recR-3","recR","3",122
"recT-2","recT","2",49
"recX-4","recX","4",161
"relA-4","relA","4",326
"relB-2","relB","2",1437
"relE-5","relE","5",842
"rem-3","rem","3",925
"rep-3","rep","3",890
"rfaB-2","rfaB","2",60
"rfaC-2","rfaC","2",665
"rfaD-2","rfaD","2",1429
"rfaE-5","rfaE","5",207
"rfaF-1","rfaF","1",764
"rfaG-4","rfaG","4",337
"rfaH-5","rfaH","5",303
"rfaI-2","rfaI","2",50
"rfaJ-2","rfaJ","2",30
"rfaK-3","rfaK","3",10
"rfaL-2","rfaL","2",97
"rfaP-5","rfaP","5",282
"rfaQ-1","rfaQ","1",514
"rfaS-2","rfaS","2",74
"rfaY-1","rfaY","1",25
"rfaZ-3","rfaZ","3",16
"rfbA-1","rfbA","1",407
"rfbB-2","rfbB","2",531
"rfbC-4","rfbC","4",227
"rfbD-4","rfbD","4",1117
"rfbX-2","rfbX","2",104
"rfe-4","rfe","4",1929
"rffA-2","rffA","2",58
"rffC-1","rffC","1",0
"rffD-5","rffD","5",709
"rffE-1","rffE","1",1149
"rffG-5","rffG","5",104
"rffH-1","rffH","1",221
"rffM-1","rffM","1",105
"rffT-5","rffT","5",70
"rhaA-1","rhaA","1",0
"rhaB-1","rhaB","1",25
"rhaD-5","rhaD","5",9
"rhaM-4","rhaM","4",2
"rhaR-2","rhaR","2",18
"rhaS-3","rhaS","3",17
"rhaT-3","rhaT","3",32
"rhlB-2","rhlB","2",3775
"rhlE-5","rhlE","5",263
"rho-3","rho","3",10947
"rhoL-1","rhoL","1",0
"rhsA-3","rhsA","3",90
"rhsB-4","rhsB","4",241
"rhsC-2","rhsC","2",322
"rhsD-5","rhsD","5",84
"rhsE-1","rhsE","1",71
"rhtA-4","rhtA","4",45
"rhtB-2","rhtB","2",53
"rhtC-5","rhtC","5",628
"ribA-4","ribA","4",519
"ribB-5","ribB","5",2704
"ribC-4","ribC","4",392
"ribD-4","ribD","4",952
"ribE-3","ribE","3",1111
"ribF-3","ribF","3",914
"rihA-5","rihA","5",58
"rihB-2","rihB","2",44
"rihC-3","rihC","3",55
"rimI-5","rimI","5",455
"rimJ-4","rimJ","4",214
"rimK-1","rimK","1",0
"rimL-2","rimL","2",414
"rimM-5","rimM","5",60
"rlmB-4","rlmB","4",1
"rlmL-3","rlmL","3",1107
"rlpA-5","rlpA","5",16
"rlpB-2","rlpB","2",540
"rluA-5","rluA","5",393
"rluB-4","rluB","4",1524
"rluC-3","rluC","3",25
"rluD-3","rluD","3",1513
"rluE-2","rluE","2",2423
"rluF-4","rluF","4",288
"rmf-5","rmf","5",13
"rmuC-1","rmuC","1",0
"rna-4","rna","4",444
"rnb-1","rnb","1",1390
"rnc-3","rnc","3",1767
"rnd-5","rnd","5",380
"rne-5","rne","5",2023
"rng-4","rng","4",166
"rnhA-4","rnhA","4",6
"rnhB-5","rnhB","5",676
"rnk-2","rnk","2",86
"rnpA-2","rnpA","2",624
"rnr-1","rnr","1",152
"rnt-3","rnt","3",522
"rob-1","rob","1",0
"rof-3","rof","3",484
"rpe-4","rpe","4",876
"rph-1","rph","1",0
"rpiA-3","rpiA","3",3
"rpiB-3","rpiB","3",18
"rpiR-1","rpiR","1",162
"rplA-1","rplA","1",13378
"rplB-3","rplB","3",143
"rplC-3","rplC","3",4340
"rplD-2","rplD","2",4326
"rplE-3","rplE","3",10165
"rplF-3","rplF","3",7155
"rplI-2","rplI","2",7412
"rplJ-2","rplJ","2",1420
"rplK-4","rplK","4",1
"rplL-3","rplL","3",31558
"rplM-1","rplM","1",0
"rplN-4","rplN","4",1584
"rplO-1","rplO","1",3132
"rplP-4","rplP","4",310
"rplQ-4","rplQ","4",6227
"rplR-2","rplR","2",15705
"rplS-1","rplS","1",3134
"rplT-4","rplT","4",10701
"rplU-2","rplU","2",520
"rplV-5","rplV","5",1708
"rplW-1","rplW","1",1270
"rplX-1","rplX","1",6278
"rplY-3","rplY","3",255
"rpmA-5","rpmA","5",175
"rpmB-1","rpmB","1",386
"rpmC-2","rpmC","2",370
"rpmD-2","rpmD","2",5718
"rpmE-2","rpmE","2",249
"rpmF-4","rpmF","4",111
"rpmG-2","rpmG","2",3529
"rpmH-1","rpmH","1",0
"rpmI-4","rpmI","4",300
"rpmJ-1","rpmJ","1",1
"rpoA-2","rpoA","2",6655
"rpoB-1","rpoB","1",10747
"rpoC-5","rpoC","5",1766
"rpoD-1","rpoD","1",2979
"rpoE-4","rpoE","4",1885
"rpoH-3","rpoH","3",1
"rpoN-3","rpoN","3",1321
"rpoS-1","rpoS","1",1475
"rpoZ-3","rpoZ","3",26
"rpsA-3","rpsA","3",21234
"rpsB-5","rpsB","5",279
"rpsC-2","rpsC","2",579
"rpsD-1","rpsD","1",3094
"rpsE-2","rpsE","2",17650
"rpsF-5","rpsF","5",1230
"rpsG-5","rpsG","5",1231
"rpsH-3","rpsH","3",1649
"rpsI-1","rpsI","1",9060
"rpsJ-3","rpsJ","3",111
"rpsK-2","rpsK","2",8552
"rpsM-5","rpsM","5",7
"rpsN-3","rpsN","3",4757
"rpsO-3","rpsO","3",1
"rpsP-1","rpsP","1",0
"rpsQ-3","rpsQ","3",642
"rpsR-4","rpsR","4",593
"rpsS-1","rpsS","1",42
"rpsT-2","rpsT","2",1218
"rpsU-3","rpsU","3",1622
"rraA-5","rraA","5",1071
"rraB-5","rraB","5",1075
"rrfB-1","rrfB","1",0
"rrmA-1","rrmA","1",489
"rrmJ-4","rrmJ","4",3010
"rrsa1-1","rrsa1","1",0
"rrsa2-1","rrsa2","1",0
"rsd-1","rsd","1",336
"rseA-3","rseA","3",2632
"rseB-2","rseB","2",4892
"rseC-4","rseC","4",1
"rseP-4","rseP","4",1798
"rsgA-5","rsgA","5",1826
"rsmB-5","rsmB","5",263
"rsmC-4","rsmC","4",586
"rspA-1","rspA","1",68
"rspB-4","rspB","4",64
"rssA-4","rssA","4",1409
"rssB-2","rssB","2",673
"rstA-4","rstA","4",320
"rstB-3","rstB","3",190
"rsuA-4","rsuA","4",3130
"rsxA-4","rsxA","4",578
"rsxB-4","rsxB","4",59
"rsxC-5","rsxC","5",1208
"rsxD-4","rsxD","4",1
"rsxE-3","rsxE","3",124
"rsxG-1","rsxG","1",0
"rtcA-1","rtcA","1",7
"rtcB-1","rtcB","1",593
"rtcR-4","rtcR","4",3
"rtn-1","rtn","1",291
"rumA-4","rumA","4",484
"rumB-1","rumB","1",41
"rusA-1","rusA","1",4
"rutF-2","rutF","2",1
"ruvA-1","ruvA","1",747
"ruvB-4","ruvB","4",1069
"ruvC-3","ruvC","3",502
"rzpR-1","rzpR","1",0
"sanA-3","sanA","3",146
"sapA-5","sapA","5",120
"sapB-4","sapB","4",254
"sapC-1","sapC","1",0
"sapD-1","sapD","1",273
"sapF-5","sapF","5",64
"sbcB-2","sbcB","2",423
"sbcC-2","sbcC","2",296
"sbcD-5","sbcD","5",365
"sbmA-3","sbmA","3",479
"sbmC-4","sbmC","4",344
"sbp-1","sbp","1",237
"sdaA-5","sdaA","5",817
"sdaB-5","sdaB","5",111
"sdaC-1","sdaC","1",221
"sdhA-2","sdhA","2",1181
"sdhB-3","sdhB","3",909
"sdhC-5","sdhC","5",2222
"sdhD-2","sdhD","2",15
"sdiA-4","sdiA","4",697
"secA-5","secA","5",2750
"secB-4","secB","4",1057
"secD-3","secD","3",1733
"secE-3","secE","3",92
"secF-1","secF","1",416
"secG-2","secG","2",3240
"secM-3","secM","3",125
"secY-2","secY","2",2085
"selA-5","selA","5",337
"selB-2","selB","2",9
"selD-4","selD","4",39
"seqA-5","seqA","5",1094
"serA-5","serA","5",1450
"serB-2","serB","2",132
"serC-2","serC","2",1431
"serS-1","serS","1",1304
"serV-1","serV","1",2
"setA-5","setA","5",178
"setB-2","setB","2",186
"setC-4","setC","4",28
"sfcA-5","sfcA","5",1416
"sfmA-3","sfmA","3",23
"sfmC-2","sfmC","2",20
"sfmD-1","sfmD","1",46
"sfmF-5","sfmF","5",69
"sfmH-2","sfmH","2",34
"sfsA-4","sfsA","4",465
"sfsB-5","sfsB","5",13
"sgbE-1","sgbE","1",0
"sgbH-1","sgbH","1",0
"sgbU-3","sgbU","3",45
"sgcA-2","sgcA","2",24
"sgcB-5","sgcB","5",99
"sgcC-1","sgcC","1",125
"sgcE-4","sgcE","4",66
"sgcQ-5","sgcQ","5",98
"sgcR-5","sgcR","5",93
"sgcX-3","sgcX","3",31
"sgrR-1","sgrR","1",495
"shiA-1","shiA","1",200
"sieB-4","sieB","4",56
"sirA-2","sirA","2",355
"sixA-4","sixA","4",188
"slp-5","slp","5",160
"slt-4","slt","4",205
"slyA-2","slyA","2",853
"slyB-2","slyB","2",725
"slyD-4","slyD","4",1273
"slyX-1","slyX","1",0
"smf-2","smf","2",251
"smg-2","smg","2",1677
"smpA-1","smpA","1",163
"smpB-1","smpB","1",537
"smtA-4","smtA","4",906
"sodA-1","sodA","1",1398
"sodB-5","sodB","5",3576
"sodC-4","sodC","4",5
"sohA-3","sohA","3",1401
"sohB-3","sohB","3",778
"solA-4","solA","4",85
"soxR-1","soxR","1",0
"soxS-2","soxS","2",125
"speA-4","speA","4",2500
"speB-4","speB","4",81
"speC-3","speC","3",290
"speD-1","speD","1",810
"speE-4","speE","4",860
"speF-1","speF","1",66
"speG-3","speG","3",1012
"spoT-1","spoT","1",13672
"spoU-1","spoU","1",32
"sppA-2","sppA","2",268
"spr-5","spr","5",816
"sprT-1","sprT","1",45
"spy-4","spy","4",29
"sra-5","sra","5",613
"srlA-5","srlA","5",6
"srlB-2","srlB","2",4
"srlD-3","srlD","3",7
"srlE-2","srlE","2",26
"srlR-1","srlR","1",113
"srmB-4","srmB","4",1151
"ssb-1","ssb","1",453
"sscR-2","sscR","2",26
"sseA-1","sseA","1",428
"sseB-1","sseB","1",199
"ssnA-3","ssnA","3",34
"sspA-2","sspA","2",30
"sspB-1","sspB","1",0
"sstT-1","sstT","1",404
"ssuA-5","ssuA","5",10
"ssuB-3","ssuB","3",31
"ssuC-4","ssuC","4",17
"ssuD-1","ssuD","1",0
"ssuE-1","ssuE","1",0
"stfE-1","stfE","1",2
"stfQ-2","stfQ","2",80
"stfR-5","stfR","5",35
"sthA-3","sthA","3",4373
"stpA-5","stpA","5",13
"sucA-3","sucA","3",30
"sucB-3","sucB","3",17
"sucC-2","sucC","2",168
"sucD-5","sucD","5",140
"sufA-2","sufA","2",1267
"sufB-3","sufB","3",2352
"sufC-5","sufC","5",816
"sufD-2","sufD","2",1935
"sufE-1","sufE","1",56
"sufI-3","sufI","3",49
"sufS-2","sufS","2",471
"sugE-1","sugE","1",0
"suhB-5","suhB","5",2884
"sulA-5","sulA","5",773
"surA-5","surA","5",1649
"surE-3","surE","3",286
"sxy-4","sxy","4",131
"syd-5","syd","5",489
"tadA-5","tadA","5",53
"tag-3","tag","3",202
"talA-5","talA","5",845
"talB-5","talB","5",3691
"tam-4","tam","4",4
"tap-1","tap","1",27
"tar-4","tar","4",69
"tas-4","tas","4",191
"tatA-3","tatA","3",317
"tatB-2","tatB","2",73
"tatC-3","tatC","3",686
"tatD-5","tatD","5",13
"tatE-5","tatE","5",1
"tauA-3","tauA","3",28
"tauB-1","tauB","1",0
"tauC-1","tauC","1",41
"tauD-2","tauD","2",65
"tbpA-5","tbpA","5",399
"tdcA-3","tdcA","3",39
"tdcB-1","tdcB","1",38
"tdcC-3","tdcC","3",82
"tdcD-2","tdcD","2",10
"tdcE-4","tdcE","4",47
"tdcF-2","tdcF","2",1
"tdcG-1","tdcG","1",87
"tdcR-3","tdcR","3",1
"tdh-3","tdh","3",327
"tdk-2","tdk","2",147
"tehA-5","tehA","5",31
"tehB-5","tehB","5",646
"tesA-5","tesA","5",161
"tesB-1","tesB","1",76
"tetR-1","tetR","1",0
"tfaE-1","tfaE","1",122
"tfaS-2","tfaS","2",2
"tfaX-1","tfaX","1",0
"tff-1","tff","1",1
"tgt-5","tgt","5",1559
"thiC-1","thiC","1",455
"thiD-3","thiD","3",49
"thiE-1","thiE","1",0
"thiF-1","thiF","1",487
"thiG-2","thiG","2",13
"thiH-5","thiH","5",47
"thiI-2","thiI","2",1910
"thiK-1","thiK","1",0
"thiL-1","thiL","1",1302
"thiM-1","thiM","1",9
"thiP-1","thiP","1",0
"thiQ-4","thiQ","4",2
"thiS-1","thiS","1",0
"thrA-3","thrA","3",401
"thrB-2","thrB","2",7
"thrC-5","thrC","5",40
"thrS-1","thrS","1",4474
"thyA-3","thyA","3",1489
"tig-1","tig","1",6164
"tilS-1","tilS","1",0
"tktA-4","tktA","4",1387
"tktB-2","tktB","2",870
"tldD-4","tldD","4",235
"tmRNA-1","tmRNA","1",0
"tmk-2","tmk","2",2
"tnaA-3","tnaA","3",22
"tnaB-2","tnaB","2",19
"tnaC-2","tnaC","2",4
"tolA-1","tolA","1",792
"tolB-4","tolB","4",1401
"tolC-1","tolC","1",1707
"tolQ-2","tolQ","2",2782
"tolR-4","tolR","4",291
"tonB-2","tonB","2",646
"topA-5","topA","5",3414
"topB-3","topB","3",31
"torA-2","torA","2",166
"torC-3","torC","3",102
"torD-5","torD","5",17
"torI-4","torI","4",25
"torR-5","torR","5",136
"torS-1","torS","1",270
"torT-3","torT","3",22
"torY-4","torY","4",65
"torZ-2","torZ","2",82
"tpiA-3","tpiA","3",911
"tppB-1","tppB","1",468
"tpr-1","tpr","1",0
"tpx-1","tpx","1",1
"tqsA-1","tqsA","1",82
"traY-2","traY","2",2
"treA-2","treA","2",233
"treB-4","treB","4",51
"treC-3","treC","3",16
"treF-1","treF","1",187
"treR-1","treR","1",334
"trg-1","trg","1",561
"trkA-1","trkA","1",794
"trkD-4","trkD","4",255
"trkG-3","trkG","3",194
"trkH-4","trkH","4",814
"trmA-2","trmA","2",621
"trmD-3","trmD","3",388
"trmI-4","trmI","4",625
"trpB-1","trpB","1",0
"trpC-5","trpC","5",207
"trpD-2","trpD","2",2
"trpE-1","trpE","1",0
"trpH-5","trpH","5",344
"trpR-4","trpR","4",13
"trpS-4","trpS","4",583
"truA-4","truA","4",1648
"truB-2","truB","2",3745
"truC-3","truC","3",363
"truD-2","truD","2",717
"trxB-1","trxB","1",1829
"trxC-5","trxC","5",3114
"tsf-3","tsf","3",200
"tsgA-1","tsgA","1",0
"tsr-5","tsr","5",104
"tsx-3","tsx","3",101
"ttcA-3","ttcA","3",288
"ttdA-4","ttdA","4",18
"ttdB-1","ttdB","1",19
"ttk-3","ttk","3",1736
"tufA-5","tufA","5",748
"tufB-2","tufB","2",731
"tus-3","tus","3",160
"tynA-2","tynA","2",90
"tyrA-4","tyrA","4",1136
"tyrB-5","tyrB","5",461
"tyrP-1","tyrP","1",809
"tyrR-3","tyrR","3",1237
"tyrS-1","tyrS","1",1879
"tyrT-1","tyrT","1",1
"ubiA-1","ubiA","1",420
"ubiB-1","ubiB","1",606
"ubiC-4","ubiC","4",723
"ubiD-2","ubiD","2",1537
"ubiE-1","ubiE","1",663
"ubiF-3","ubiF","3",261
"ubiG-1","ubiG","1",643
"ubiH-1","ubiH","1",0
"ubiX-2","ubiX","2",308
"ucpA-2","ucpA","2",317
"udk-5","udk","5",151
"udp-2","udp","2",239
"ugd-4","ugd","4",42
"ugpA-1","ugpA","1",42
"ugpB-1","ugpB","1",1
"ugpC-1","ugpC","1",0
"ugpE-3","ugpE","3",11
"ugpQ-4","ugpQ","4",101
"uhpA-1","uhpA","1",0
"uhpB-2","uhpB","2",30
"uhpC-2","uhpC","2",67
"uhpT-1","uhpT","1",27
"uidB-3","uidB","3",31
"uidC-5","uidC","5",42
"uidR-4","uidR","4",739
"ulaA-2","ulaA","2",16
"ulaB-3","ulaB","3",3
"ulaC-1","ulaC","1",0
"ulaD-2","ulaD","2",1
"ulaE-5","ulaE","5",30
"ulaF-3","ulaF","3",64
"ulaG-5","ulaG","5",248
"ulaR-5","ulaR","5",366
"umuC-1","umuC","1",185
"umuD-5","umuD","5",132
"ung-1","ung","1",3
"upp-2","upp","2",621
"uraA-2","uraA","2",290
"usg-5","usg","5",243
"ushA-1","ushA","1",301
"uspA-1","uspA","1",472
"uspB-5","uspB","5",429
"uspE-1","uspE","1",3071
"uspF-3","uspF","3",127
"uspG-3","uspG","3",424
"uup-5","uup","5",776
"uvrA-4","uvrA","4",4113
"uvrB-5","uvrB","5",2172
"uvrC-4","uvrC","4",1168
"uvrD-5","uvrD","5",274
"uvrY-5","uvrY","5",868
"uxaA-1","uxaA","1",52
"uxaB-1","uxaB","1",266
"uxaC-1","uxaC","1",211
"uxuA-1","uxuA","1",341
"uxuB-4","uxuB","4",132
"uxuR-4","uxuR","4",398
"vacJ-3","vacJ","3",69
"valS-4","valS","4",3813
"vapC-1","vapC","1",0
"viaA-5","viaA","5",129
"visC-5","visC","5",449
"vsr-2","vsr","2",567
"wbbH-2","wbbH","2",42
"wbbI-3","wbbI","3",89
"wbbJ-5","wbbJ","5",35
"wbbK-4","wbbK","4",24
"wbbL-2","wbbL","2",28
"wcaA-1","wcaA","1",25
"wcaB-5","wcaB","5",12
"wcaC-2","wcaC","2",44
"wcaD-3","wcaD","3",28
"wcaE-1","wcaE","1",66
"wcaF-1","wcaF","1",12
"wcaI-1","wcaI","1",91
"wcaJ-4","wcaJ","4",23
"wcaK-4","wcaK","4",47
"wcaL-2","wcaL","2",11
"wcaM-3","wcaM","3",131
"wrbA-5","wrbA","5",13
"wza-5","wza","5",24
"wzb-5","wzb","5",24
"wzc-2","wzc","2",33
"wzxC-1","wzxC","1",36
"wzxE-1","wzxE","1",39
"wzyE-1","wzyE","1",7
"wzzE-1","wzzE","1",81
"xapA-4","xapA","4",51
"xapB-3","xapB","3",67
"xapR-4","xapR","4",97
"xdhA-1","xdhA","1",232
"xdhB-3","xdhB","3",55
"xdhC-4","xdhC","4",4
"xdhD-1","xdhD","1",102
"xerC-5","xerC","5",527
"xerD-1","xerD","1",311
"xni-1","xni","1",268
"xseA-5","xseA","5",234
"xseB-3","xseB","3",67
"xthA-1","xthA","1",327
"xylA-2","xylA","2",81
"xylB-4","xylB","4",21
"xylE-5","xylE","5",50
"xylF-5","xylF","5",34
"xylG-4","xylG","4",29
"xylH-5","xylH","5",29
"xylR-5","xylR","5",116
"yaaA-3","yaaA","3",705
"yaaH-5","yaaH","5",242
"yaaI-5","yaaI","5",57
"yaaJ-4","yaaJ","4",265
"yaaU-5","yaaU","5",68
"yaaW-3","yaaW","3",39
"yaaX-1","yaaX","1",50
"yaaY-1","yaaY","1",2
"yabI-4","yabI","4",900
"yabP-5","yabP","5",669
"yacC-2","yacC","2",24
"yacF-4","yacF","4",75
"yacG-4","yacG","4",227
"yacH-1","yacH","1",12
"yacL-1","yacL","1",0
"yadB-5","yadB","5",335
"yadC-5","yadC","5",71
"yadD-2","yadD","2",227
"yadE-1","yadE","1",325
"yadG-2","yadG","2",1414
"yadH-2","yadH","2",12
"yadI-1","yadI","1",374
"yadK-5","yadK","5",42
"yadL-2","yadL","2",50
"yadM-3","yadM","3",48
"yadN-2","yadN","2",62
"yadR-1","yadR","1",1973
"yadS-1","yadS","1",17
"yaeB-2","yaeB","2",48
"yaeF-2","yaeF","2",274
"yaeH-4","yaeH","4",159
"yaeI-3","yaeI","3",156
"yaeJ-1","yaeJ","1",0
"yaeP-1","yaeP","1",37
"yaeQ-5","yaeQ","5",408
"yaeR-4","yaeR","4",192
"yafC-4","yafC","4",117
"yafD-3","yafD","3",1331
"yafE-1","yafE","1",479
"yafF-1","yafF","1",47
"yafJ-3","yafJ","3",7
"yafK-3","yafK","3",5416
"yafL-2","yafL","2",35
"yafM-2","yafM","2",75
"yafN-3","yafN","3",128
"yafO-4","yafO","4",504
"yafP-4","yafP","4",226
"yafQ-3","yafQ","3",6075
"yafS-3","yafS","3",163
"yafT-3","yafT","3",85
"yafU-4","yafU","4",30
"yafV-1","yafV","1",0
"yafW-1","yafW","1",2
"yafX-5","yafX","5",3
"yafY-1","yafY","1",0
"yafZ-4","yafZ","4",54
"yagA-2","yagA","2",44
"yagB-1","yagB","1",67
"yagE-5","yagE","5",1
"yagF-4","yagF","4",5
"yagG-3","yagG","3",2
"yagH-4","yagH","4",1
"yagI-5","yagI","5",1
"yagJ-4","yagJ","4",342
"yagK-2","yagK","2",122
"yagL-4","yagL","4",62
"yagM-2","yagM","2",27
"yagN-3","yagN","3",256
"yagP-2","yagP","2",15
"yagQ-1","yagQ","1",0
"yagR-1","yagR","1",34
"yagS-5","yagS","5",3
"yagT-3","yagT","3",17
"yagU-1","yagU","1",145
"yagV-3","yagV","3",296
"yagW-2","yagW","2",131
"yagX-5","yagX","5",56
"yagY-5","yagY","5",9
"yagZ-3","yagZ","3",13
"yahA-1","yahA","1",145
"yahB-5","yahB","5",78
"yahC-5","yahC","5",33
"yahD-4","yahD","4",95
"yahE-3","yahE","3",27
"yahF-2","yahF","2",39
"yahG-1","yahG","1",0
"yahH-1","yahH","1",0
"yahI-3","yahI","3",46
"yahJ-3","yahJ","3",1
"yahK-2","yahK","2",245
"yahL-4","yahL","4",64
"yahM-4","yahM","4",180
"yahN-5","yahN","5",11
"yahO-1","yahO","1",0
"yaiA-4","yaiA","4",679
"yaiC-3","yaiC","3",1
"yaiE-2","yaiE","2",22
"yaiI-1","yaiI","1",0
"yaiL-3","yaiL","3",318
"yaiO-5","yaiO","5",82
"yaiP-5","yaiP","5",43
"yaiS-5","yaiS","5",35
"yaiT-11","yaiT","11",255
"yaiV-1","yaiV","1",28
"yaiW-1","yaiW","1",189
"yaiX-4","yaiX","4",233
"yaiY-1","yaiY","1",0
"yaiZ-3","yaiZ","3",2
"yajC-2","yajC","2",92
"yajD-5","yajD","5",289
"yajG-4","yajG","4",53
"yajI-5","yajI","5",42
"yajL-2","yajL","2",315
"yajO-4","yajO","4",189
"yajQ-2","yajQ","2",761
"yajR-5","yajR","5",275
"ybaA-4","ybaA","4",249
"ybaB-1","ybaB","1",1750
"ybaE-1","ybaE","1",66
"ybaJ-2","ybaJ","2",1709
"ybaK-5","ybaK","5",79
"ybaL-5","ybaL","5",290
"ybaM-3","ybaM","3",3
"ybaN-4","ybaN","4",293
"ybaO-3","ybaO","3",143
"ybaP-1","ybaP","1",0
"ybaQ-3","ybaQ","3",134
"ybaS-2","ybaS","2",210
"ybaT-4","ybaT","4",395
"ybaV-4","ybaV","4",19
"ybaW-5","ybaW","5",102
"ybaY-5","ybaY","5",66
"ybaZ-1","ybaZ","1",238
"ybbA-1","ybbA","1",0
"ybbB-2","ybbB","2",213
"ybbC-5","ybbC","5",89
"ybbD-4","ybbD","4",53
"ybbJ-1","ybbJ","1",18
"ybbK-5","ybbK","5",778
"ybbL-5","ybbL","5",201
"ybbM-1","ybbM","1",60
"ybbN-3","ybbN","3",484
"ybbO-3","ybbO","3",70
"ybbP-4","ybbP","4",118
"ybbS-4","ybbS","4",26
"ybbV-1","ybbV","1",39
"ybbW-4","ybbW","4",18
"ybbY-5","ybbY","5",56
"ybcF-1","ybcF","1",5
"ybcH-4","ybcH","4",105
"ybcI-5","ybcI","5",42
"ybcJ-4","ybcJ","4",57
"ybcK-5","ybcK","5",82
"ybcL-4","ybcL","4",70
"ybcM-3","ybcM","3",101
"ybcN-3","ybcN","3",38
"ybcO-4","ybcO","4",6
"ybcQ-5","ybcQ","5",19
"ybcS-2","ybcS","2",69
"ybcY-5","ybcY","5",46
"ybdA-1","ybdA","1",0
"ybdB-3","ybdB","3",10
"ybdD-5","ybdD","5",116
"ybdF-2","ybdF","2",19
"ybdG-1","ybdG","1",347
"ybdH-4","ybdH","4",294
"ybdJ-2","ybdJ","2",6
"ybdK-1","ybdK","1",228
"ybdL-1","ybdL","1",110
"ybdM-3","ybdM","3",98
"ybdN-4","ybdN","4",80
"ybdO-3","ybdO","3",99
"ybdR-2","ybdR","2",697
"ybdZ-1","ybdZ","1",0
"ybeA-1","ybeA","1",0
"ybeB-4","ybeB","4",1281
"ybeD-3","ybeD","3",6263
"ybeF-4","ybeF","4",476
"ybeL-1","ybeL","1",0
"ybeM-4","ybeM","4",6
"ybeQ-2","ybeQ","2",45
"ybeR-4","ybeR","4",38
"ybeT-1","ybeT","1",15
"ybeU-1","ybeU","1",125
"ybeX-4","ybeX","4",5523
"ybeY-1","ybeY","1",0
"ybeZ-2","ybeZ","2",2299
"ybfA-5","ybfA","5",269
"ybfB-3","ybfB","3",1
"ybfC-5","ybfC","5",30
"ybfD-4","ybfD","4",62
"ybfE-3","ybfE","3",1998
"ybfF-4","ybfF","4",327
"ybfG-14","ybfG","14",63
"ybfL-1","ybfL","1",65
"ybfM-1","ybfM","1",82
"ybfN-4","ybfN","4",60
"ybfO-1","ybfO","1",93
"ybfP-5","ybfP","5",71
"ybfQ-2","ybfQ","2",19
"ybgA-3","ybgA","3",672
"ybgC-5","ybgC","5",2433
"ybgD-1","ybgD","1",43
"ybgE-1","ybgE","1",0
"ybgF-2","ybgF","2",1128
"ybgH-1","ybgH","1",194
"ybgI-4","ybgI","4",48
"ybgJ-1","ybgJ","1",0
"ybgK-4","ybgK","4",6
"ybgL-3","ybgL","3",33
"ybgO-1","ybgO","1",59
"ybgP-3","ybgP","3",42
"ybgQ-1","ybgQ","1",47
"ybgS-3","ybgS","3",193
"ybgT-1","ybgT","1",0
